,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
36,FF,2022-04-07,86.5,-2.29,6.14,"Cain, Lorenzo",456715,543294,field_out,hit_into_play,,,,,11,"Lorenzo Cain grounds out, first baseman Frank Schwindel to pitcher Kyle Hendricks.   Andrew McCutchen scores.    Hunter Renfroe to 3rd.    Omar Narvaez to 2nd.",R,R,R,CHC,MIL,X,3.0,ground_ball,2,2,2022,-0.25,1.56,-1.01,3.28,457705.0,592669.0,553882.0,1,4,Top,149.62,165.8,,,575929,,,3.524509019045098,-125.83947743933352,-3.6477201126420535,-3.5019097047626984,29.84508676984239,-15.211225128362935,3.47,1.59,64.0,52.8,8.0,84.8,2059,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.9,0.143,0.159,0.0,1.0,0.0,0.0,1.0,29,5,4-Seam Fastball,0,0,0,0,1,0,1,0,Standard,Strategic,210,-0.02,-0.767,,
39,FF,2022-04-07,86.8,-2.31,6.16,"Cain, Lorenzo",456715,543294,,ball,,,,,11,"Lorenzo Cain grounds out, first baseman Frank Schwindel to pitcher Kyle Hendricks.   Andrew McCutchen scores.    Hunter Renfroe to 3rd.    Omar Narvaez to 2nd.",R,R,R,CHC,MIL,B,,,1,2,2022,-0.38,1.59,-1.3,3.49,457705.0,592669.0,553882.0,1,4,Top,,,,,575929,,,3.1646872130199726,-126.17853682941748,-3.3237693165460738,-4.7377879295698095,30.27514128099784,-14.856615079637365,3.7,1.7,,,,85.2,2075,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.81,,,,,,,,29,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Strategic,210,0.0,0.09,,
41,CH,2022-04-07,79.1,-2.19,6.29,"Cain, Lorenzo",456715,543294,,swinging_strike,,,,,9,"Lorenzo Cain grounds out, first baseman Frank Schwindel to pitcher Kyle Hendricks.   Andrew McCutchen scores.    Hunter Renfroe to 3rd.    Omar Narvaez to 2nd.",R,R,R,CHC,MIL,S,,,1,1,2022,-0.75,1.46,0.49,1.7,457705.0,592669.0,553882.0,1,4,Top,,,,,575929,,,7.149428935995664,-114.74224916003024,-5.754489522891258,-8.098021589367125,24.31270651738276,-18.391514855248182,3.47,1.59,,,,77.6,2031,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.76,,,,,,,,29,3,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,228,0.0,-0.119,,
43,CH,2022-04-07,80.2,-2.09,6.27,"Cain, Lorenzo",456715,543294,,ball,,,,,14,"Lorenzo Cain grounds out, first baseman Frank Schwindel to pitcher Kyle Hendricks.   Andrew McCutchen scores.    Hunter Renfroe to 3rd.    Omar Narvaez to 2nd.",R,R,R,CHC,MIL,B,,,0,1,2022,-0.7,1.46,1.32,1.23,457705.0,592669.0,553882.0,1,4,Top,,,,,575929,,,8.72019741621612,-116.25987569268052,-7.025045752448063,-8.112177728442983,24.14651921152742,-17.698187548708034,3.63,1.6,,,,78.7,2064,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.82,,,,,,,,29,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,236,0.0,0.013,,
44,CU,2022-04-07,73.5,-2.21,6.3,"Cain, Lorenzo",456715,543294,,swinging_strike,,,,,14,"Lorenzo Cain grounds out, first baseman Frank Schwindel to pitcher Kyle Hendricks.   Andrew McCutchen scores.    Hunter Renfroe to 3rd.    Omar Narvaez to 2nd.",R,R,R,CHC,MIL,S,,,0,0,2022,1.74,-1.12,1.0,1.93,457705.0,592669.0,553882.0,1,4,Top,,,,,575929,,,3.4175879900330552,-106.72425134872974,0.7229162366722459,12.018839231933384,26.092221095320117,-40.95254097150681,3.47,1.59,,,,71.1,2998,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.95,,,,,,,,29,1,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,14,0.0,-0.073,,
47,SI,2022-04-07,86.3,-1.94,6.22,"Narváez, Omar",553882,543294,hit_by_pitch,hit_by_pitch,,,,,12,Omar Narvaez hit by pitch.    Andrew McCutchen to 3rd.    Hunter Renfroe to 2nd.,R,L,R,CHC,MIL,B,,,0,2,2022,-1.08,0.5,2.11,3.14,,457705.0,592669.0,1,4,Top,,,,,575929,,,11.667663831708458,-125.19345036991103,-2.090343999164562,-13.652966389680412,24.660401596968253,-26.68010368458902,3.32,1.51,,,,85.3,1916,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.77,,0.720213,0.7,1.0,0.0,0.0,,28,3,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,210,-0.072,0.83,,
49,CH,2022-04-07,79.5,-2.16,6.29,"Narváez, Omar",553882,543294,,foul,,,,,13,Omar Narvaez hit by pitch.    Andrew McCutchen to 3rd.    Hunter Renfroe to 2nd.,R,L,R,CHC,MIL,S,,,0,1,2022,-1.33,0.35,-0.41,1.36,,457705.0,592669.0,1,4,Top,,,,,575929,,,6.256074478502592,-115.574102623844,-4.625024963146561,-13.064448367181408,22.76522859301487,-28.32226505367453,3.32,1.51,,,,78.5,2048,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.71,,,,,,,,28,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,227,0.0,-0.094,,
50,CU,2022-04-07,73.3,-2.21,6.28,"Narváez, Omar",553882,543294,,called_strike,,,,,9,Omar Narvaez hit by pitch.    Andrew McCutchen to 3rd.    Hunter Renfroe to 2nd.,R,L,R,CHC,MIL,S,,,0,0,2022,1.23,-1.23,0.54,1.52,,457705.0,592669.0,1,4,Top,,,,,575929,,,3.375999163752441,-106.5271371278438,0.0346362910508992,8.466445995128234,22.999939330647,-41.637896287815,3.26,1.51,,,,71.4,2954,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,55.03,,,,,,,,28,1,Curveball,0,0,0,0,0,0,0,0,Standard,Strategic,28,0.0,-0.081,,
52,CH,2022-04-07,79.5,-2.1,6.27,"Renfroe, Hunter",592669,543294,single,hit_into_play,,,,,9,Hunter Renfroe singles on a ground ball to left fielder Ian Happ.   Andrew McCutchen to 2nd.,R,R,R,CHC,MIL,X,7.0,ground_ball,2,2,2022,-0.63,1.15,0.65,2.03,,,457705.0,1,4,Top,78.24,115.46,,,575929,,,7.097500662337597,-115.4843379047923,-4.598511001619187,-6.969777424688893,22.605435488183097,-21.2283723098119,3.41,1.56,104.0,81.6,7.0,78.3,2001,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.82,0.38,0.361,0.9,1.0,1.0,0.0,4.0,27,5,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,227,-0.043,0.512,,
54,CH,2022-04-07,79.1,-2.07,6.29,"Renfroe, Hunter",592669,543294,,swinging_strike,,,,,14,Hunter Renfroe singles on a ground ball to left fielder Ian Happ.   Andrew McCutchen to 2nd.,R,R,R,CHC,MIL,S,,,2,1,2022,-0.49,1.02,1.2,1.96,,,457705.0,1,4,Top,,,,,575929,,,7.944255683531668,-114.92129672633074,-4.495706346230416,-5.823330402884574,21.001936929484188,-22.468218492267937,3.41,1.56,,,,78.2,2033,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.78,,,,,,,,27,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,226,0.0,-0.086,,
56,CH,2022-04-07,79.3,-2.08,6.25,"Renfroe, Hunter",592669,543294,,ball,,,,,14,Hunter Renfroe singles on a ground ball to left fielder Ian Happ.   Andrew McCutchen to 2nd.,R,R,R,CHC,MIL,B,,,1,1,2022,-0.63,1.31,0.37,1.09,,,457705.0,1,4,Top,,,,,575929,,,6.431051567840941,-114.993094915892,-6.713625816439341,-6.915395372854364,25.37233619111097,-19.406923967859875,3.36,1.56,,,,77.7,2078,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.74,,,,,,,,27,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,228,0.0,0.073,,
58,SI,2022-04-07,86.1,-2.23,6.21,"Renfroe, Hunter",592669,543294,,ball,,,,,11,Hunter Renfroe singles on a ground ball to left fielder Ian Happ.   Andrew McCutchen to 2nd.,R,R,R,CHC,MIL,B,,,0,1,2022,-1.07,0.64,-1.39,4.17,,,457705.0,1,4,Top,,,,,575929,,,4.124811830931739,-125.36962773592764,0.0514988822726748,-12.081669198176533,24.149819250238977,-25.59291501837431,3.4,1.56,,,,85.4,1878,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.79,,,,,,,,27,2,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,204,0.0,0.031,,
60,CH,2022-04-07,77.8,-2.12,6.28,"Renfroe, Hunter",592669,543294,,called_strike,,,,,9,Hunter Renfroe singles on a ground ball to left fielder Ian Happ.   Andrew McCutchen to 2nd.,R,R,R,CHC,MIL,S,,,0,0,2022,-0.86,0.95,0.67,1.51,,,457705.0,1,4,Top,,,,,575929,,,7.441490570559536,-112.98954156670008,-4.940860618160662,-8.749903966176928,22.030162519755983,-23.33619619217909,3.37,1.56,,,,76.5,1943,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.87,,,,,,,,27,1,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,236,0.0,-0.048,,
63,CH,2022-04-07,79.6,-2.23,6.21,"Tellez, Rowdy",642133,543294,strikeout,swinging_strike_blocked,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,1,2,2022,-1.2,0.26,-0.59,0.5,,,457705.0,0,4,Top,,,,,575929,,,5.771010554743937,-115.58540840331683,-6.091195221254353,-11.825053915148612,24.277786272433925,-28.77714781933261,3.55,1.63,,,,78.2,2091,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.78,,0.0,0.0,1.0,0.0,0.0,,26,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,229,0.041,-0.252,,
64,CH,2022-04-07,79.0,-2.18,6.26,"Tellez, Rowdy",642133,543294,,swinging_strike,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,,,1,1,2022,-1.63,0.25,-1.12,1.2,,,457705.0,0,4,Top,,,,,575929,,,5.28879374905339,-114.75369303165353,-4.424561354017011,-15.391002303059084,27.335625143790907,-29.232410137988296,3.55,1.63,,,,77.1,1960,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.79,,,,,,,,26,3,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,228,0.0,-0.088,,
66,CH,2022-04-07,78.7,-2.27,6.25,"Tellez, Rowdy",642133,543294,,ball,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,B,,,0,1,2022,-1.53,0.49,-1.92,2.05,,,457705.0,0,4,Top,,,,,575929,,,3.5479864377291257,-114.33472559736956,-3.0016179384269512,-14.033641470726074,25.99471812610228,-27.554524833528816,3.63,1.63,,,,76.9,1719,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.89,,,,,,,,26,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Strategic,231,0.0,0.051,,
68,CU,2022-04-07,71.5,-2.26,6.28,"Tellez, Rowdy",642133,543294,,swinging_strike,,,,,13,Rowdy Tellez strikes out swinging.,R,L,R,CHC,MIL,S,,,0,0,2022,0.91,-1.08,-0.3,1.46,,,457705.0,0,4,Top,,,,,575929,,,2.2992611149382247,-104.02545238743798,-0.0478127994238144,6.032510904001229,20.67571246615633,-40.12025975854974,3.55,1.63,,,,70.1,2890,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.87,,,,,,,,26,1,Curveball,0,0,0,0,0,0,0,0,Infield shift,Strategic,26,0.0,-0.066,,
71,SI,2022-04-07,85.8,-2.08,6.28,"McCutchen, Andrew",457705,543294,single,hit_into_play,,,,,2,Andrew McCutchen singles on a line drive to right fielder Seiya Suzuki.,R,R,R,CHC,MIL,X,9.0,line_drive,0,0,2022,-1.13,0.78,-0.12,3.11,,,,0,4,Top,160.4,109.89,,,575929,,,6.8319138794416165,-124.62532022484582,-2.690047052399547,-13.182574411457988,27.852337516255737,-23.733452202544395,3.32,1.51,193.0,96.9,12.0,84.4,1982,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.76,0.894,0.861,0.9,1.0,1.0,0.0,4.0,25,1,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,202,-0.044,0.395,,
75,SL,2022-04-07,87.2,-0.58,5.84,"Madrigal, Nick",663611,669203,strikeout,swinging_strike_blocked,,,,,14,"Nick Madrigal strikes out swinging, catcher Omar Narvaez to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,2.0,,0,2,2022,0.81,-0.1,0.26,0.38,,,,2,3,Bot,,,,,553882,,,0.3658743584119029,-126.85330964230798,-6.700278972219768,8.549161829935525,28.783459825325863,-31.93015775850604,3.26,1.48,,,,87.0,2928,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.07,,0.0,0.0,1.0,0.0,0.0,,24,3,Slider,0,0,0,0,0,0,0,0,Standard,Standard,100,-0.012,-0.059,,
76,FC,2022-04-07,94.6,-0.66,5.88,"Madrigal, Nick",663611,669203,,called_strike,,,,,4,"Nick Madrigal strikes out swinging, catcher Omar Narvaez to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,0,1,2022,0.0,1.33,-0.56,2.15,,,,2,3,Bot,,,,,553882,,,0.26010626125629,-137.6053666713481,-7.030392822191234,-0.0828951573198389,30.87147532963877,-13.914454484607038,2.95,1.31,,,,94.8,2637,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.06,,,,,,,,24,2,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,186,0.0,-0.023,,
78,FC,2022-04-07,94.3,-0.54,5.97,"Madrigal, Nick",663611,669203,,called_strike,,,,,6,"Nick Madrigal strikes out swinging, catcher Omar Narvaez to first baseman Rowdy Tellez.",R,R,R,CHC,MIL,S,,,0,0,2022,0.28,1.24,0.7,2.45,,,,2,3,Bot,,,,,553882,,,2.620364426186627,-137.17001753827537,-6.2160299760377065,2.9161745047535965,32.071519625445994,-15.30587910831455,3.1,1.33,,,,94.5,2631,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.96,,,,,,,,24,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191,0.0,-0.017,,
81,FC,2022-04-07,94.3,-0.54,6.02,"Ortega, Rafael",542364,669203,strikeout,swinging_strike,,,,,12,Rafael Ortega strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,2,2,2022,0.21,1.56,0.33,3.58,,,,1,3,Bot,,,,,553882,,,1.8127833566973184,-137.13776132107608,-4.0326481584983735,2.1019243236345617,35.76465267663682,-11.907034980730312,3.32,1.51,,,,93.9,2608,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.99,,0.0,0.0,1.0,0.0,0.0,,23,5,Cutter,0,0,0,0,0,0,0,0,Infield shift,Standard,193,-0.017,-0.134,,
83,CU,2022-04-07,82.0,-0.36,6.1,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega strikes out swinging.,R,L,R,CHC,MIL,B,,,1,2,2022,0.75,-0.56,0.38,0.93,,,,1,3,Bot,,,,,553882,,,0.2253824409429912,-119.22597766061986,-3.897335317282368,6.950076134095587,27.887131595058968,-36.79319397214585,3.11,1.42,,,,81.3,2908,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.15,,,,,,,,23,4,Curveball,0,0,0,0,0,0,0,0,Infield shift,Standard,58,0.0,0.023,,
85,FC,2022-04-07,95.3,-0.52,6.05,"Ortega, Rafael",542364,669203,,foul,,,,,3,Rafael Ortega strikes out swinging.,R,L,R,CHC,MIL,S,,,1,1,2022,-0.06,1.61,0.35,2.87,,,,1,3,Bot,,,,,553882,,,2.422900811027305,-138.58911701301722,-6.336225293660839,-1.382789409336196,32.79944235767891,-10.257248697971866,3.32,1.51,173.0,80.3,14.0,95.7,2597,6.7,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.82,,,,,,,,23,3,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,189,0.0,-0.036,,
87,CH,2022-04-07,89.2,-0.78,5.82,"Ortega, Rafael",542364,669203,,swinging_strike,,,,,13,Rafael Ortega strikes out swinging.,R,L,R,CHC,MIL,S,,,1,0,2022,-1.21,0.39,-0.98,1.79,,,,1,3,Bot,,,,,553882,,,2.067584357969145,-129.84150079872904,-4.6994165734434645,-14.092956193606016,29.320795782470693,-26.97795894701339,3.32,1.51,,,,89.3,2167,6.5,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.99,,,,,,,,23,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,217,0.0,-0.031,,
92,FC,2022-04-07,94.5,-0.68,5.89,"Ortega, Rafael",542364,669203,,ball,,,,,14,Rafael Ortega strikes out swinging.,R,L,R,CHC,MIL,B,,,0,0,2022,0.5,0.97,0.37,1.2,,,,1,3,Bot,,,,,553882,,,1.606292192516056,-137.53263190236288,-8.737738485114404,6.040493527031452,29.385903135588453,-18.17490305340332,3.18,1.51,,,,94.9,2701,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.09,,,,,,,,23,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,194,0.0,0.023,,
93,SI,2022-04-07,95.9,-0.35,6.01,"Hoerner, Nico",663538,669203,strikeout,called_strike,,,,,6,Nico Hoerner called out on strikes.,R,R,R,CHC,MIL,S,2.0,,1,2,2022,-0.95,1.19,0.79,2.13,,,,0,3,Bot,,,,,553882,,,5.132748553637434,-139.4346532997549,-7.310913006758105,-13.497179034156169,33.071481697552485,-15.136937657475618,3.25,1.56,,,,95.7,2631,6.3,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.15,,0.0,0.0,1.0,0.0,0.0,,22,5,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,202,-0.025,-0.158,,
97,FC,2022-04-07,94.2,-0.55,5.95,"Hoerner, Nico",663538,669203,,foul,,,,,14,Nico Hoerner called out on strikes.,R,R,R,CHC,MIL,S,,,1,2,2022,0.47,1.13,1.15,1.56,,,,0,3,Bot,,,,,553882,,,3.4003953028350296,-136.90752957735072,-8.204231087960897,5.12565399835051,31.14772198088555,-16.384355690022183,3.41,1.56,3.0,61.0,-24.0,94.4,2687,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.93,,,,,,,,22,4,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,191,0.0,0.0,,
100,CU,2022-04-07,83.1,-0.67,5.93,"Hoerner, Nico",663538,669203,,ball,,,,,13,Nico Hoerner called out on strikes.,R,R,R,CHC,MIL,B,,,0,2,2022,0.91,-0.67,-0.89,2.15,,,,0,3,Bot,,,,,553882,,,-2.2794189565647542,-120.91349135915831,-0.81015330934282,9.328510465303442,25.62431589480596,-38.80982004527139,3.22,1.56,,,,83.0,2877,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.09,,,,,,,,22,3,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,80,0.0,0.017,,
102,SL,2022-04-07,85.4,-0.67,5.9,"Hoerner, Nico",663538,669203,,swinging_strike,,,,,14,Nico Hoerner called out on strikes.,R,R,R,CHC,MIL,S,,,0,1,2022,0.85,-0.02,1.32,1.44,,,,0,3,Bot,,,,,553882,,,2.987467673841236,-124.27189994594784,-4.123117458610119,8.081469846916853,27.192588431459463,-31.70824305757671,3.41,1.56,,,,85.3,2766,6.4,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,54.09,,,,,,,,22,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,106,0.0,-0.046,,
105,FC,2022-04-07,93.2,-0.64,5.94,"Hoerner, Nico",663538,669203,,called_strike,,,,,6,Nico Hoerner called out on strikes.,R,R,R,CHC,MIL,S,,,0,0,2022,0.24,1.22,0.66,2.28,,,,0,3,Bot,,,,,553882,,,2.8232828070619216,-135.60625285516306,-6.344606458066018,2.3840842102219075,29.512163068868404,-15.97571807185264,3.31,1.54,,,,93.7,2581,6.6,663178,669203,553882,642133,543939,607054,642715,592885,456715,592669,53.94,,,,,,,,22,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192,0.0,-0.034,,
72,FF,2022-04-07,86.1,-2.13,6.19,"Yelich, Christian",592885,543294,field_out,hit_into_play,,,,,5,"Christian Yelich grounds out sharply, second baseman Nick Madrigal to first baseman Frank Schwindel.",R,L,R,CHC,MIL,X,4.0,ground_ball,1,1,2022,-0.8,1.26,-0.17,2.89,,607054.0,,2,3,Top,154.6,152.43,,,575929,,,6.204683974174088,-125.20884938689676,-4.066450991772064,-9.694844291692249,26.606717741917365,-18.349054128209747,3.49,1.6,36.0,105.7,-3.0,85.0,2004,5.8,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.75,0.403,0.363,0.0,1.0,0.0,0.0,4.0,21,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0.037,-0.298,,
74,CU,2022-04-07,73.1,-2.17,6.28,"Yelich, Christian",592885,543294,,called_strike,,,,,9,"Christian Yelich grounds out sharply, second baseman Nick Madrigal to first baseman Frank Schwindel.",R,L,R,CHC,MIL,S,,,1,0,2022,1.05,-1.1,0.72,2.02,,607054.0,,2,3,Top,,,,,575929,,,3.95214109523264,-106.24821908182544,0.7725768657912326,7.038127334500308,21.240388298105376,-40.84549998290084,3.33,1.6,,,,71.6,2842,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.9,,,,,,,,21,2,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,29,0.0,-0.053,,
77,CH,2022-04-07,79.3,-2.22,6.32,"Yelich, Christian",592885,543294,,ball,,,,,13,"Christian Yelich grounds out sharply, second baseman Nick Madrigal to first baseman Frank Schwindel.",R,L,R,CHC,MIL,B,,,0,0,2022,-1.54,0.84,-1.65,2.02,,,607054.0,2,3,Top,,,,,575929,,,4.068098579415223,-115.36195604441188,-4.100051062934008,-14.462347756765295,23.168552396997733,-24.121992953088867,3.31,1.6,,,,78.2,1998,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.78,,,,,,,,21,1,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,227,-0.011,0.032,,
79,SI,2022-04-07,86.5,-2.2,6.21,"Adames, Willy",642715,543294,strikeout,swinging_strike,,,,,11,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,2.0,,1,2,2022,-1.16,1.01,-1.11,3.72,,,607054.0,1,3,Top,,,,,575929,,,4.893245532045643,-125.92387229905034,-1.7512467224104082,-13.353260650744884,27.16695928055535,-21.32652856585121,3.37,1.53,,,,85.3,1946,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.88,,0.0,0.0,1.0,0.0,0.0,,20,4,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,206,0.031,-0.209,,
80,CH,2022-04-07,78.6,-2.1,6.31,"Adames, Willy",642715,543294,,called_strike,,,,,12,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,,,1,1,2022,-0.62,1.35,1.02,2.67,,,607054.0,1,3,Top,,,,,575929,,,7.798487539892663,-114.26849836238996,-3.525863554945157,-6.86593818951682,20.939685742724127,-19.85184955723804,3.42,1.53,,,,77.6,2033,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.88,,,,,,,,20,3,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,229,0.0,-0.07,,
82,CH,2022-04-07,78.6,-2.15,6.26,"Adames, Willy",642715,543294,,swinging_strike,,,,,7,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,S,,,1,0,2022,-0.9,0.9,-0.33,2.07,,,607054.0,1,3,Top,,,,,575929,,,5.516876876460668,-114.22758163274916,-3.801387228868212,-8.912355028762493,22.588716165914462,-23.79619162201132,3.37,1.53,,,,77.4,1987,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.81,,,,,,,,20,2,Changeup,0,0,0,0,0,0,0,0,Standard,Strategic,227,0.0,-0.058,,
84,SI,2022-04-07,86.3,-2.19,6.16,"Adames, Willy",642715,543294,,ball,,,,,11,Willy Adames strikes out swinging.,R,R,R,CHC,MIL,B,,,0,0,2022,-1.19,0.97,-2.32,2.89,,,607054.0,1,3,Top,,,,,575929,,,2.086584487849724,-125.5751948613662,-3.459424883854935,-13.01119396931318,27.20068416160769,-21.400232990863632,3.6,1.72,,,,84.9,1851,5.5,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.95,,,,,,,,20,1,Sinker,0,0,0,0,0,0,0,0,Standard,Strategic,203,0.0,0.042,,
89,CH,2022-04-07,78.8,-2.12,6.27,"Wong, Kolten",543939,543294,strikeout,swinging_strike,,,,,13,Kolten Wong strikes out swinging.,R,L,R,CHC,MIL,S,2.0,,1,2,2022,-1.57,0.51,-1.49,0.75,,,607054.0,0,3,Top,,,,,575929,,,4.2289693680749565,-114.38343788409274,-5.872450582234021,-14.522358534086454,25.48236332966084,-26.691089697421862,3.18,1.47,,,,77.0,1932,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.91,,0.0,0.0,1.0,0.0,0.0,,19,4,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,221,0.037,-0.252,,
91,SI,2022-04-07,85.6,-2.07,6.23,"Wong, Kolten",543939,543294,,ball,,,,,12,Kolten Wong strikes out swinging.,R,L,R,CHC,MIL,B,,,0,2,2022,-1.25,0.55,1.06,3.25,,,607054.0,0,3,Top,,,,,575929,,,9.768921673506714,-124.20602574939772,-1.7617983649749125,-14.987791604932283,27.63117557955676,-26.34339566052357,2.91,1.29,,,,84.1,1881,5.7,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.77,,,,,,,,19,3,Sinker,0,0,0,0,0,0,0,0,Infield shift,Standard,211,0.0,0.042,,
94,CH,2022-04-07,79.9,-2.15,6.24,"Wong, Kolten",543939,543294,,foul,,,,,8,Kolten Wong strikes out swinging.,R,L,R,CHC,MIL,S,,,0,1,2022,-1.21,0.55,-0.09,1.84,,,607054.0,0,3,Top,,,,,575929,,,6.686120118966684,-116.1137384479758,-3.929245036200424,-12.1959579212506,21.85490990635749,-26.66700457787188,3.18,1.47,4.0,88.5,-25.0,78.7,1946,5.6,663178,543294,575929,643524,663611,621550,663538,664023,518792,673548,54.94,,,,,,,,19,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,228,0.0,-0.08,,
