,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length
99,CH,2022-04-07,86.7,0.64,6.14,"Frazier, Clint",640449,676879,double,hit_into_play,,,,,9,Clint Frazier doubles (1) on a line drive to left fielder Christian Yelich.,R,R,L,CHC,MIL,X,7.0,line_drive,2,0,2022,1.4,0.08,0.53,1.97,,,,1,7,Bot,50.29,113.51,,,605170,,,-3.0812459167732302,-126.23042607977432,-3.8559824716539097,15.516434401431074,27.777017333014584,-30.68965934600138,3.41,1.61,214.0,94.9,16.0,85.3,1777,5.6,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,54.95,0.666,0.675,1.25,1.0,1.0,1.0,4.0,60,3,Changeup,3,3,3,3,3,3,3,3,,,131,0.076,0.354,,
104,SI,2022-04-07,93.9,0.52,6.31,"Frazier, Clint",640449,676879,,ball,,,,,12,Clint Frazier doubles (1) on a line drive to left fielder Christian Yelich.,R,R,L,CHC,MIL,B,,,1,0,2022,1.02,0.77,0.11,3.78,,,,1,7,Bot,,,,,605170,,,-3.264761236944316,-136.74362278437175,-2.496222491174669,13.557984638306008,31.36471120617124,-22.165825504673467,3.46,1.61,,,,92.5,2027,5.5,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,55.0,,,,,,,,60,2,Sinker,3,3,3,3,3,3,3,3,,,140,0.0,0.044,,
106,SL,2022-04-07,80.5,0.77,6.14,"Frazier, Clint",640449,676879,,ball,,,,,12,Clint Frazier doubles (1) on a line drive to left fielder Christian Yelich.,R,R,L,CHC,MIL,B,,,0,0,2022,-1.09,-0.43,0.74,3.51,,,,1,7,Bot,,,,,605170,,,2.002988343794565,-117.14595845896834,1.698527482577767,-10.405504634526457,25.214572551624823,-36.691513246426375,3.2,1.45,,,,79.0,2572,5.6,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,54.94,,,,,,,,60,1,Slider,3,3,3,3,3,3,3,3,,,328,0.0,0.023,,
108,SI,2022-04-07,95.0,0.43,6.31,"Hoerner, Nico",663538,676879,field_out,hit_into_play,,,,,3,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,X,4.0,ground_ball,2,2,2022,1.24,0.8,0.5,3.4,,,,0,7,Bot,160.05,156.67,,,605170,,,-2.5576274810228363,-138.3565955160254,-3.750086807245153,16.567682737204713,30.4378341370013,-21.22204231590871,3.41,1.56,7.0,93.8,-26.0,93.8,2105,5.5,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,55.0,0.083,0.089,0.0,1.0,0.0,0.0,2.0,59,7,Sinker,3,3,3,3,3,3,3,3,,,140,-0.038,-0.195,,
111,CH,2022-04-07,88.9,0.56,6.24,"Hoerner, Nico",663538,676879,,foul,,,,,8,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,S,,,2,2,2022,1.08,0.24,0.14,1.8,,,,0,7,Bot,,,,,605170,,,-3.2287214725129414,-129.3362423070973,-5.281744848911133,12.80325251806626,27.046154432992815,-28.543900894185168,3.41,1.56,2.0,66.2,-39.0,87.7,1883,5.5,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,54.98,,,,,,,,59,6,Changeup,3,3,3,3,3,3,3,3,,,133,0.0,0.0,,
116,SL,2022-04-07,81.6,0.51,6.27,"Hoerner, Nico",663538,676879,,foul,,,,,2,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,S,,,2,2,2022,-0.97,-0.07,0.12,3.3,,,,0,7,Bot,,,,,605170,,,0.9708400813938962,-118.8520359391471,-0.0017188937712242,-9.361000701561252,22.622087141385546,-33.030602069233595,3.41,1.56,122.0,66.7,15.0,80.5,2478,5.5,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,55.0,,,,,,,,59,5,Slider,3,3,3,3,3,3,3,3,,,342,0.0,0.0,,
119,SI,2022-04-07,93.7,0.61,6.34,"Hoerner, Nico",663538,676879,,foul,,,,,8,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,S,,,2,1,2022,1.05,0.93,-0.07,2.03,,,,0,7,Bot,,,,,605170,,,-3.995241322502566,-136.23124620121257,-7.266327590079876,13.991395928847744,33.345659350678595,-19.175976448522366,3.41,1.56,186.0,71.1,55.0,91.8,2099,5.4,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,55.07,,,,,,,,59,4,Sinker,3,3,3,3,3,3,3,3,,,140,0.0,-0.066,,
120,CH,2022-04-07,86.0,0.87,6.18,"Hoerner, Nico",663538,676879,,ball,,,,,13,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,B,,,1,1,2022,1.54,0.68,-0.6,1.23,,,,0,7,Bot,,,,,605170,,,-6.4939368056907565,-124.89997908363289,-6.686876277933559,17.445518081334914,27.95017901793977,-23.850933597553546,3.22,1.56,,,,84.3,1512,5.5,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,54.96,,,,,,,,59,3,Changeup,3,3,3,3,3,3,3,3,,,133,0.0,0.049,,
123,CH,2022-04-07,85.1,0.88,6.18,"Hoerner, Nico",663538,676879,,swinging_strike,,,,,6,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,S,,,1,0,2022,1.49,0.34,0.65,2.18,,,,0,7,Bot,,,,,605170,,,-3.487017100313383,-123.8832377616892,-3.6413960649381343,16.000407713316292,27.194258025942272,-28.165119470804147,3.41,1.56,,,,83.5,1692,5.4,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,55.06,,,,,,,,59,2,Changeup,3,3,3,3,3,3,3,3,,,132,0.0,-0.043,,
129,SL,2022-04-07,81.1,0.87,6.14,"Hoerner, Nico",663538,676879,,ball,,,,,13,"Nico Hoerner grounds out, second baseman Kolten Wong to first baseman Rowdy Tellez.",R,R,L,CHC,MIL,B,,,0,0,2022,-0.61,-0.3,-1.01,1.95,,,,0,7,Bot,,,,,605170,,,-2.999022083028472,-117.99242203355756,-2.0376980860487257,-4.9306908162875445,26.38030286571038,-34.7440083471414,3.32,1.56,,,,79.5,2439,5.6,663178,676879,605170,642133,543939,670712,642715,592885,456715,592669,54.89,,,,,,,,59,1,Slider,3,3,3,3,3,3,3,3,,,340,0.0,0.033,,
220,FF,2022-04-07,95.2,-2.65,6.15,"McCutchen, Andrew",457705,455119,field_out,hit_into_play,,,,,8,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,X,5.0,ground_ball,3,2,2022,-0.63,1.25,0.09,1.83,,642715.0,,2,7,Top,110.36,177.28,,,575929,,,8.64841066003345,-138.12797036480575,-8.505000853015323,-10.053032756901176,30.708636125729683,-14.434029228578432,3.32,1.51,2.0,75.4,-40.0,95.5,2014,6.6,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.9,0.114,0.119,0.0,1.0,0.0,0.0,2.0,58,6,4-Seam Fastball,3,3,3,3,3,3,3,3,,,213,0.063,-0.311,,
231,FC,2022-04-07,89.7,-2.98,6.19,"McCutchen, Andrew",457705,455119,,foul,,,,,4,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,S,,,3,1,2022,-0.17,0.63,-0.51,2.45,,642715.0,,2,7,Top,,,,,575929,,,6.464494461349479,-130.30947377224058,-4.50291083290323,-3.380450296863033,30.525159049489226,-24.249190226924345,3.32,1.51,4.0,88.1,-32.0,89.5,2053,6.5,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,54.01,,,,,,,,58,5,Cutter,3,3,3,3,3,3,3,3,,,207,0.0,-0.063,,
238,SI,2022-04-07,95.4,-2.51,6.32,"McCutchen, Andrew",457705,455119,,ball,,,,,14,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,B,,,2,1,2022,-0.97,1.41,1.2,2.0,,642715.0,,2,7,Top,,,,,575929,,,11.95939171892858,-138.178283299387,-8.883524972783043,-15.025191710381232,30.50544036526995,-12.170085408096586,3.35,1.51,,,,95.5,2120,6.6,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.9,,,,,,,,58,4,Sinker,3,3,3,3,3,3,3,3,,,211,0.0,0.04,,
245,SI,2022-04-07,94.5,-2.84,6.11,"McCutchen, Andrew",457705,455119,,ball,,,,,13,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,B,,,1,1,2022,-1.54,1.14,-1.07,1.25,,642715.0,,2,7,Top,,,,,575929,,,8.059630714057839,-136.93531268145247,-9.363520820831756,-21.19985661144557,38.18332092916539,-15.727372530029736,3.35,1.51,,,,93.7,2131,6.6,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.85,,,,,,,,58,3,Sinker,3,3,3,3,3,3,3,3,,,208,0.0,0.036,,
255,FC,2022-04-07,91.0,-2.82,6.22,"McCutchen, Andrew",457705,455119,,ball,,,,,14,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,B,,,0,1,2022,-0.09,0.63,0.7,1.29,,642715.0,,2,7,Top,,,,,575929,,,9.012552786703957,-132.0097966988806,-7.757167003276056,-3.112966713994872,29.766996780437065,-23.281064313903304,3.43,1.51,,,,90.8,2115,6.5,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,54.03,,,,,,,,58,2,Cutter,3,3,3,3,3,3,3,3,,,199,0.0,0.03,,
265,FC,2022-04-07,90.4,-3.03,6.18,"McCutchen, Andrew",457705,455119,,foul,,,,,4,"Andrew McCutchen grounds out, third baseman Patrick Wisdom to first baseman Frank Schwindel.",R,R,R,CHC,MIL,S,,,0,0,2022,0.14,0.44,-0.5,2.47,,642715.0,,2,7,Top,,,,,575929,,,6.007054017840875,-131.5480965466549,-4.266930980435909,0.3359988098010158,28.749316152386186,-26.311407359337117,3.32,1.51,,,,90.7,1977,6.5,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.97,,,,,,,,58,1,Cutter,3,3,3,3,3,3,3,3,,,191,0.0,-0.046,,
269,FC,2022-04-07,90.0,-2.85,6.25,"Yelich, Christian",592885,455119,sac_fly,hit_into_play,,,,,5,Christian Yelich out on a sacrifice fly to left fielder Ian Happ.   Kolten Wong scores.,R,L,R,CHC,MIL,X,7.0,fly_ball,0,1,2022,0.21,0.62,0.16,2.9,543939.0,642715.0,,1,7,Top,59.61,131.76,,,575929,,,7.050872565698577,-130.7496596500757,-3.547616323489906,0.5886217409484839,32.17788371599642,-24.54714135104722,3.49,1.6,235.0,85.5,49.0,89.5,1982,6.5,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,54.05,0.003,0.003,0.0,1.0,0.0,0.0,3.0,57,2,Cutter,3,2,2,3,3,3,3,3,,,213,-0.004,-0.292,,
282,ST,2022-04-07,81.2,-3.18,6.19,"Yelich, Christian",592885,455119,,called_strike,,,,,1,Christian Yelich out on a sacrifice fly to left fielder Ian Happ.   Kolten Wong scores.,R,L,R,CHC,MIL,S,,,0,0,2022,1.34,0.0,-0.7,3.33,543939.0,642715.0,,1,7,Top,,,,,575929,,,2.958190255641192,-118.10050488383364,0.3773926410695258,11.66026397591018,27.375761450765037,-32.550947028104446,3.22,1.71,,,,80.3,2301,6.2,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,54.31,,,,,,,,57,1,Sweeper,3,2,2,3,2,3,2,3,,,38,0.0,-0.107,,
289,SI,2022-04-07,93.7,-3.01,6.05,"Adames, Willy",642715,455119,double,hit_into_play,,,,,11,Willy Adames doubles (1) on a ground ball to left fielder Ian Happ.   Lorenzo Cain scores.    Kolten Wong to 3rd.,R,R,R,CHC,MIL,X,7.0,ground_ball,0,1,2022,-1.46,1.04,-0.92,2.58,456715.0,,543939.0,1,7,Top,56.42,136.07,,,575929,,,8.68940010806056,-135.93528204784826,-5.4145669173795525,-20.104775167242515,36.90808873606851,-18.22291571592213,3.37,1.53,55.0,86.8,1.0,93.3,1970,6.8,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.74,0.32,0.308,1.25,1.0,1.0,1.0,2.0,56,2,Sinker,3,1,1,3,2,3,2,3,,,212,-0.205,1.317,,
299,FC,2022-04-07,89.3,-2.86,6.24,"Adames, Willy",642715,455119,,called_strike,,,,,9,Willy Adames doubles (1) on a ground ball to left fielder Ian Happ.   Lorenzo Cain scores.    Kolten Wong to 3rd.,R,R,R,CHC,MIL,S,,,0,0,2022,0.12,0.76,0.5,2.2,456715.0,,543939.0,1,7,Top,,,,,575929,,,8.042823677337458,-129.73163622214653,-5.52483538266842,-0.390059328918902,27.459595341708177,-22.578557394069332,3.67,1.68,,,,89.5,2105,6.5,663178,455119,575929,643524,663611,621550,663538,664023,518792,673548,53.97,,,,,,,,56,1,Cutter,3,1,1,3,1,3,1,3,,,192,0.0,-0.073,,
152,CH,2022-04-07,85.1,1.68,5.65,"Wong, Kolten",543939,596057,force_out,hit_into_play,,,,,9,"Kolten Wong grounds into a force out, first baseman Frank Schwindel to shortstop Nico Hoerner.   Lorenzo Cain to 3rd.    Mike Brosseau out at 2nd.    Kolten Wong to 1st.",R,L,L,CHC,MIL,X,3.0,ground_ball,1,2,2022,0.91,-0.36,0.44,1.78,,456715.0,670712.0,0,7,Top,159.45,170.0,,,575929,,,-4.669592760247944,-123.8174231912244,-1.9324872998248508,10.294119298391024,28.444068326119133,-35.64238125003717,3.18,1.47,13.0,99.1,-8.0,83.6,1433,5.6,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.85,0.286,0.257,0.0,1.0,0.0,0.0,2.0,55,5,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,111,0.057,-0.512,,
155,CU,2022-04-07,76.0,1.37,5.88,"Wong, Kolten",543939,596057,,foul,,,,,3,"Kolten Wong grounds into a force out, first baseman Frank Schwindel to shortstop Nico Hoerner.   Lorenzo Cain to 3rd.    Mike Brosseau out at 2nd.    Kolten Wong to 1st.",R,L,L,CHC,MIL,S,,,1,2,2022,-0.56,-1.01,0.72,2.99,,456715.0,670712.0,0,7,Top,,,,,575929,,,-0.3448639450175644,-110.4795274497706,2.924085855479332,-4.418397391999043,23.32769894254069,-41.22742005718578,3.18,1.47,103.0,61.4,7.0,74.6,2236,5.7,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.77,,,,,,,,55,4,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,330,0.0,0.0,,
161,ST,2022-04-07,78.4,1.71,5.64,"Wong, Kolten",543939,596057,,called_strike,,,,,3,"Kolten Wong grounds into a force out, first baseman Frank Schwindel to shortstop Nico Hoerner.   Lorenzo Cain to 3rd.    Mike Brosseau out at 2nd.    Kolten Wong to 1st.",R,L,L,CHC,MIL,S,,,1,1,2022,-0.71,-0.09,0.69,2.97,,456715.0,670712.0,0,7,Top,,,,,575929,,,-0.8787821282674394,-114.15862473024175,1.2742327718057054,-6.00630122530417,23.21354674922508,-33.443284020707395,3.13,1.47,,,,77.0,2416,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,55.01,,,,,,,,55,3,Sweeper,3,1,1,3,1,3,1,3,Strategic,Standard,291,0.0,-0.127,,
171,FF,2022-04-07,89.6,1.47,5.86,"Wong, Kolten",543939,596057,,swinging_strike,,,,,2,"Kolten Wong grounds into a force out, first baseman Frank Schwindel to shortstop Nico Hoerner.   Lorenzo Cain to 3rd.    Mike Brosseau out at 2nd.    Kolten Wong to 1st.",R,L,L,CHC,MIL,S,,,1,0,2022,0.64,1.46,0.0,2.96,,456715.0,670712.0,0,7,Top,,,,,575929,,,-4.927692272026006,-130.2797457207954,-4.124410126670978,8.389396724185074,30.68232508115688,-14.94679723446194,3.18,1.47,,,,88.3,2219,5.8,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.7,,,,,,,,55,2,4-Seam Fastball,3,1,1,3,1,3,1,3,Strategic,Standard,144,0.0,-0.115,,
173,FF,2022-04-07,89.8,1.57,5.81,"Wong, Kolten",543939,596057,,ball,,,,,12,"Kolten Wong grounds into a force out, first baseman Frank Schwindel to shortstop Nico Hoerner.   Lorenzo Cain to 3rd.    Mike Brosseau out at 2nd.    Kolten Wong to 1st.",R,L,L,CHC,MIL,B,,,0,0,2022,0.48,1.62,0.54,3.47,,456715.0,670712.0,0,7,Top,,,,,575929,,,-3.519028856352636,-130.70431341436688,-3.1251502863132457,6.29469916941806,31.373979203324858,-13.299982249162964,3.18,1.4,,,,88.5,2280,5.8,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.7,,,,,,,,55,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Strategic,Standard,145,0.0,0.084,,
178,CH,2022-04-07,81.2,1.96,5.52,"Brosseau, Mike",670712,596057,walk,ball,,,,,12,Mike Brosseau walks.,R,R,L,CHC,MIL,B,,,3,2,2022,0.72,-0.59,1.49,4.35,,456715.0,,0,7,Top,,,,,575929,,,-2.403651162925225,-117.99182110255803,5.159534801866212,7.220488902079289,25.802762503763027,-39.0194645783346,3.33,1.41,,,,79.5,1389,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.98,,0.688744,0.7,1.0,0.0,0.0,,54,6,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,113,-0.063,0.347,,
189,CH,2022-04-07,84.6,1.86,5.48,"Brosseau, Mike",670712,596057,,ball,,,,,14,Mike Brosseau walks.,R,R,L,CHC,MIL,B,,,2,2,2022,1.31,-0.5,1.65,2.25,,456715.0,,0,7,Top,,,,,575929,,,-3.047248436635915,-123.19345606361917,-0.1616369082732371,13.859625429387709,26.787457662229123,-37.4122698003774,3.32,1.5,,,,83.1,1309,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,55.01,,,,,,,,54,5,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,113,0.0,0.107,,
193,ST,2022-04-07,78.9,1.7,5.67,"Brosseau, Mike",670712,596057,,swinging_strike,,,,,3,Mike Brosseau walks.,R,R,L,CHC,MIL,S,,,2,1,2022,-1.12,0.19,0.36,3.16,,456715.0,,0,7,Top,,,,,575929,,,-0.8110005438951942,-114.7792010069641,1.0505268576932267,-9.684821214663248,23.78725152469794,-30.93362793250083,3.3,1.5,,,,77.4,2416,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,55.01,,,,,,,,54,4,Sweeper,3,1,1,3,1,3,1,3,Standard,Standard,291,0.0,-0.099,,
203,CU,2022-04-07,75.0,1.49,5.93,"Brosseau, Mike",670712,596057,,foul,,,,,7,Mike Brosseau walks.,R,R,L,CHC,MIL,S,,,2,0,2022,-0.5,-1.4,-0.43,1.8,,456715.0,,0,7,Top,,,,,575929,,,-3.053627914774249,-109.16554467860422,1.1475399496846452,-3.377012524850472,21.851778120523665,-43.72531830886668,3.3,1.5,3.0,70.3,-34.0,73.8,2457,5.7,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.8,,,,,,,,54,3,Curveball,3,1,1,3,1,3,1,3,Standard,Standard,334,0.0,-0.092,,
210,CH,2022-04-07,86.9,1.73,5.68,"Brosseau, Mike",670712,596057,,blocked_ball,,,,,14,Mike Brosseau walks.,R,R,L,CHC,MIL,B,,,1,0,2022,1.27,-0.27,0.29,-0.47,,456715.0,,0,7,Top,,,,,575929,,,-5.952525341624106,-125.99702857121218,-7.684230621131642,14.761498002622586,32.62902215093394,-33.188050866976546,3.35,1.5,,,,84.7,1459,5.7,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.79,,,,,,,,54,2,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,113,0.0,0.083,,
214,FF,2022-04-07,91.4,1.68,5.75,"Brosseau, Mike",670712,596057,,ball,,,,,12,Mike Brosseau walks.,R,R,L,CHC,MIL,B,,,0,0,2022,0.82,1.75,0.91,2.71,,456715.0,,0,7,Top,,,,,575929,,,-3.665134146612294,-132.91006448001608,-5.471113670084634,10.503242260105427,30.06221619628429,-10.442085994963634,3.39,1.5,,,,90.2,2495,5.7,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.77,,,,,,,,54,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,144,0.0,0.055,,
223,FF,2022-04-07,90.8,1.65,5.5,"Cain, Lorenzo",456715,596057,double,hit_into_play,,,,,8,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,X,7.0,line_drive,3,2,2022,1.01,1.47,-0.26,1.84,,,,0,7,Top,113.39,110.61,,,575929,,,-6.876662164094839,-131.8766859487477,-6.307787694673252,13.208538778651503,28.61770630999121,-13.847691371864734,3.47,1.59,217.0,105.2,8.0,90.0,2322,6.0,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.53,0.691,0.665,1.25,1.0,1.0,1.0,4.0,53,7,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,135,-0.086,0.556,,
233,CH,2022-04-07,84.5,1.84,5.47,"Cain, Lorenzo",456715,596057,,ball,,,,,14,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,B,,,2,2,2022,1.06,-0.03,0.22,0.79,,,,0,7,Top,,,,,575929,,,-5.811623578744731,-122.7811923396212,-4.358095790649001,11.871443763080848,26.39187883802115,-31.803224216898805,3.75,1.66,,,,83.2,1412,5.7,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.79,,,,,,,,53,6,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,107,0.0,0.103,,
234,FF,2022-04-07,91.4,1.7,5.67,"Cain, Lorenzo",456715,596057,,foul,,,,,3,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,S,,,2,2,2022,0.77,1.45,0.51,3.13,,,,0,7,Top,,,,,575929,,,-4.643350200986511,-132.97694337272756,-3.580887236563044,10.193896775488124,30.281019515197247,-14.43171183532217,3.47,1.59,287.0,85.7,41.0,90.4,2324,5.8,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.67,,,,,,,,53,5,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Standard,142,0.0,0.0,,
249,CH,2022-04-07,84.2,1.85,5.61,"Cain, Lorenzo",456715,596057,,swinging_strike,,,,,7,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,S,,,2,1,2022,1.06,-0.44,-0.3,2.13,,,,0,7,Top,,,,,575929,,,-6.972148783620033,-122.43301206415134,-0.7632362593053852,12.116459242505307,26.267734688978152,-36.65018884936039,3.47,1.59,,,,82.7,1414,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.99,,,,,,,,53,4,Changeup,3,1,1,3,1,3,1,3,Standard,Standard,114,0.0,-0.066,,
257,ST,2022-04-07,79.3,1.67,5.67,"Cain, Lorenzo",456715,596057,,ball,,,,,14,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,B,,,1,1,2022,-1.06,-0.13,0.42,0.91,,,,0,7,Top,,,,,575929,,,-0.7535496678386142,-115.4547999745598,-3.308974302949749,-9.21100583008337,23.87691850769336,-32.863634464069136,3.78,1.72,,,,77.9,2521,5.6,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.95,,,,,,,,53,3,Sweeper,3,1,1,3,1,3,1,3,Standard,Standard,298,0.0,0.049,,
264,ST,2022-04-07,78.2,1.65,5.79,"Cain, Lorenzo",456715,596057,,foul,,,,,3,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,S,,,1,0,2022,-0.74,0.56,0.41,3.2,,,,0,7,Top,,,,,575929,,,-1.2759509683994747,-113.86883441792,0.2704694649892664,-6.173843749777854,22.31791428353082,-27.593646256433875,3.47,1.59,139.0,60.6,47.0,76.9,2406,5.5,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,55.01,,,,,,,,53,2,Sweeper,3,1,1,3,1,3,1,3,Standard,Strategic,310,0.0,-0.043,,
273,FF,2022-04-07,89.5,1.61,5.69,"Cain, Lorenzo",456715,596057,,ball,,,,,13,Lorenzo Cain doubles (1) on a sharp line drive to left fielder Ian Happ.,R,R,L,CHC,MIL,B,,,0,0,2022,0.77,1.53,-0.93,2.36,,,,0,7,Top,,,,,575929,,,-7.797942247645006,-130.06039339345898,-5.356270468505724,10.43814132015486,28.56565950065771,-13.867195824412727,3.73,1.65,,,,88.5,2421,5.8,663178,596057,575929,643524,663611,621550,663538,664023,518792,673548,54.68,,,,,,,,53,1,4-Seam Fastball,3,1,1,3,1,3,1,3,Standard,Strategic,141,0.0,0.033,,
130,SL,2022-04-07,83.0,0.53,6.27,"Wisdom, Patrick",621550,676879,strikeout,swinging_strike,,,,,13,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,S,2.0,,2,2,2022,-0.92,-0.39,-1.02,1.53,673548.0,,518792.0,2,6,Bot,,,,,605170,,,-1.725504705839316,-120.78980184972318,-3.498800903570821,-8.528736900745015,27.236995866552423,-35.375426163738226,3.47,1.59,,,,81.6,2561,5.7,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,54.8,,0.0,0.0,1.0,0.0,0.0,,52,6,Slider,3,1,3,1,1,3,3,1,Standard,Standard,340,-0.028,-0.384,,
135,SI,2022-04-07,96.2,0.53,6.38,"Wisdom, Patrick",621550,676879,,ball,,,,,12,Patrick Wisdom strikes out swinging.,R,R,L,CHC,MIL,B,,,1,2,2022,1.01,0.97,1.45,2.72,673548.0,,518792.0,2,6,Bot,,,,,605170,,,0.1607438371037209,-140.02318419703982,-6.228196767108778,13.202970438590627,31.783795934740056,-18.16364181384146,3.32,1.59,,,,94.7,2064,5.4,663178,676879,605170,642133,543939,607054,642715,592885,456715,592669,55.06,,,,,,,,52,5,Sinker,3,1,3,1,1,3,3,1,Standard,Standard,141,0.0,0.045,,
