Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Run Support,0-2 Runs Scored,8,184,164,31.0,51,7,1,7,5,4,15,38,2.53,0.311,0.383,0.494,0.876,81.0,4.0,4.0,1,0,0,0,0.37,136,135,36
Run Support,3-5 Runs Scored,14,346,305,38.0,78,11,0,8,6,2,32,82,2.56,0.256,0.339,0.371,0.71,113.0,5.0,7.0,1,1,1,1,0.324,92,102,59
Run Support,6+ Runs Scored,4,102,92,6.0,21,3,0,1,0,3,9,20,2.22,0.228,0.304,0.294,0.597,27.0,3.0,1.0,0,0,1,2,0.282,62,71,17
Batting Order Positions,Batting 1st,26,80,72,7.0,22,1,0,3,1,3,5,20,4.0,0.306,0.354,0.444,0.799,32.0,1.0,1.0,1,1,0,1,0.38,115,118,18
Batting Order Positions,Batting 2nd,26,78,73,12.0,20,3,1,3,2,1,3,17,5.67,0.274,0.321,0.466,0.786,34.0,2.0,2.0,0,0,0,1,0.321,111,106,13
Batting Order Positions,Batting 3rd,26,76,61,9.0,24,4,0,2,1,0,14,12,0.86,0.393,0.513,0.557,1.071,34.0,0.0,1.0,0,0,2,1,0.468,190,178,18
Batting Order Positions,Batting 4th,26,75,66,9.0,13,2,0,1,1,1,5,18,3.6,0.197,0.293,0.273,0.566,18.0,4.0,4.0,0,0,0,0,0.255,54,57,10
Batting Order Positions,Batting 5th,26,73,61,13.0,16,3,0,2,0,2,12,15,1.25,0.262,0.384,0.41,0.793,25.0,1.0,0.0,0,0,0,0,0.318,115,123,11
Batting Order Positions,Batting 6th,26,70,68,6.0,17,2,0,2,1,2,2,12,6.0,0.25,0.271,0.368,0.639,25.0,1.0,0.0,0,0,0,0,0.278,72,86,13
Batting Order Positions,Batting 7th,26,62,52,4.0,14,3,0,0,1,0,9,18,2.0,0.269,0.387,0.327,0.714,17.0,1.0,1.0,0,0,0,0,0.412,95,112,11
Batting Order Positions,Batting 8th,26,60,56,4.0,13,1,0,2,2,0,3,15,5.0,0.232,0.271,0.357,0.628,20.0,2.0,0.0,1,0,0,0,0.282,69,90,10
Batting Order Positions,Batting 9th,26,58,52,5.0,11,2,0,1,2,0,3,13,4.33,0.212,0.293,0.308,0.601,16.0,0.0,3.0,0,0,0,0,0.263,63,94,8
Batting Order Positions,"Bat1-2,non-P",26,158,145,19.0,42,4,1,6,3,4,8,37,4.63,0.29,0.338,0.455,0.793,66.0,3.0,3.0,1,1,0,2,0.35,113,112,31
Batting Order Positions,"Bat3-6,non-P",26,294,256,37.0,70,11,0,7,3,5,33,57,1.73,0.273,0.367,0.398,0.766,102.0,6.0,5.0,0,0,2,1,0.328,107,111,52
