Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Batting Order Positions,Batting 7th,25,58.0,56,10.0,16,6,0,1,1,0,0,8,,0.286,0.293,0.446,0.74,25.0,0.0,1.0,0,1,0,0,0.313,85,112,9
Batting Order Positions,Batting 8th,25,54.0,51,11.0,15,6,0,3,0,0,2,10,5.0,0.294,0.315,0.588,0.903,30.0,0.0,0.0,0,1,0,0,0.308,122,168,6
Batting Order Positions,Batting 9th,25,51.0,48,7.0,17,3,1,4,0,0,2,13,6.5,0.354,0.392,0.708,1.101,34.0,1.0,1.0,0,0,0,0,0.419,171,247,9
Batting Order Positions,"Bat1-2,non-P",25,148.0,141,14.0,39,9,2,4,0,0,6,23,3.83,0.277,0.304,0.454,0.758,64.0,1.0,0.0,0,1,0,0,0.304,90,101,24
Batting Order Positions,"Bat3-6,non-P",25,267.0,250,33.0,69,17,1,8,6,1,12,42,3.5,0.276,0.308,0.448,0.756,112.0,14.0,1.0,0,3,0,1,0.301,91,105,43
Batting Order Positions,"Bat7-9,non-P",25,163.0,155,28.0,48,15,1,8,1,0,4,31,7.75,0.31,0.331,0.574,0.906,89.0,1.0,2.0,0,2,0,0,0.339,124,171,24
Swung or Took First Pitch of PA,Swung at 1st Pitch,25,196.0,191,28.0,56,15,3,7,,,1,25,25.0,0.293,0.291,0.513,0.804,98.0,9.0,0.0,0,4,0,0,0.301,98,124,31
Swung or Took First Pitch of PA,Took 1st Pitch,25,382.0,355,46.0,100,26,1,13,,,21,71,3.38,0.282,0.326,0.47,0.796,167.0,7.0,3.0,0,2,0,1,0.319,100,120,60
Count/Balls-Strikes,First Pitch,24,92.0,88,16.0,23,5,0,5,,,0,0,,0.261,0.272,0.489,0.76,43.0,5.0,2.0,0,2,0,0,0.212,87,67,13
Count/Balls-Strikes,1-0 Count,18,32.0,32,4.0,10,3,0,2,,,0,0,,0.313,0.313,0.594,0.906,19.0,1.0,0.0,0,0,0,0,0.267,122,95,5
Count/Balls-Strikes,2-0 Count,9,10.0,10,2.0,5,0,0,1,,,0,0,,0.5,0.5,0.8,1.3,8.0,0.0,0.0,0,0,0,0,0.444,224,175,4
