Split Type,Split,G,PA,AB,R,H,2B,3B,HR,SB,CS,BB,SO,SO/W,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,ROE,BAbip,tOPS+,sOPS+,1B
Bases Occupied,"2 out, --3",2,2.0,1,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0,0,0,0,0.0,78,54,0
Bases Occupied,"2 out, 12-",9,12.0,12,3.0,3,0,0,0,0,0,0,3,,0.25,0.25,0.25,0.5,3.0,0.0,0.0,0,0,0,0,0.333,55,45,3
Bases Occupied,"2 out, 1-3",5,3.0,3,1.0,0,0,0,0,4,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,-100,-100,0
Bases Occupied,"2 out, -23",5,5.0,3,0.0,0,0,0,0,0,0,2,2,1.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0,0,0,0,0.0,42,17,0
Bases Occupied,"2 out, 123",3,3.0,3,4.0,1,0,0,1,0,0,0,0,,0.333,0.333,1.333,1.667,4.0,0.0,0.0,0,0,0,0,0.0,368,334,0
Clutch Stats,"2 outs, RISP",17,44.0,38,13.0,8,1,0,2,4,0,6,12,2.0,0.211,0.318,0.395,0.713,15.0,0.0,0.0,0,0,0,0,0.25,117,98,5
Clutch Stats,Late & Close,6,22.0,22,0.0,7,0,0,0,0,0,0,9,,0.318,0.318,0.318,0.636,7.0,0.0,0.0,0,0,0,0,0.539,97,88,7
Clutch Stats,Tie Game,23,200.0,184,14.0,42,9,1,5,6,0,11,52,4.73,0.228,0.28,0.37,0.65,68.0,5.0,3.0,0,2,0,0,0.287,97,82,27
Clutch Stats,Within 1 R,23,397.0,365,37.0,82,12,1,15,11,0,23,100,4.35,0.225,0.28,0.386,0.666,141.0,8.0,6.0,0,3,0,0,0.265,101,85,54
Clutch Stats,Within 2 R,23,432.0,398,44.0,94,16,1,16,12,0,25,105,4.2,0.236,0.289,0.402,0.691,160.0,8.0,6.0,0,3,0,0,0.279,108,93,61
Clutch Stats,Within 3 R,23,486.0,448,48.0,105,18,1,17,12,0,29,120,4.14,0.234,0.288,0.393,0.681,176.0,8.0,6.0,0,3,0,0,0.28,106,90,69
Clutch Stats,Within 4 R,23,504.0,465,50.0,111,19,1,18,12,0,29,120,4.14,0.239,0.29,0.4,0.69,186.0,8.0,6.0,0,4,0,0,0.281,108,93,73
Clutch Stats,Margin > 4 R,4,37.0,36,1.0,5,0,0,0,0,0,1,8,8.0,0.139,0.162,0.139,0.301,5.0,0.0,0.0,0,0,0,0,0.179,-6,-14,5
Clutch Stats,Ahead,15,199.0,189,23.0,48,4,0,9,3,0,7,47,6.71,0.254,0.286,0.418,0.704,79.0,1.0,2.0,0,1,0,0,0.291,112,103,35
Clutch Stats,Behind,14,142.0,128,14.0,26,6,0,4,3,0,12,29,2.42,0.203,0.275,0.344,0.618,44.0,2.0,1.0,0,1,0,0,0.229,88,68,16
Leverage,High Lvrge,17,72.0,65,17.0,19,4,0,2,9,0,5,19,3.8,0.292,0.347,0.446,0.793,29.0,3.0,1.0,0,1,0,0,0.378,141,121,13
Leverage,Medium Lvrge,23,262.0,244,25.0,57,7,1,8,3,0,10,65,6.5,0.234,0.275,0.369,0.644,90.0,5.0,5.0,0,3,0,0,0.282,95,79,41
Leverage,Low Lvrge,23,207.0,192,9.0,40,8,0,8,0,0,15,44,2.93,0.208,0.266,0.375,0.641,72.0,0.0,0.0,0,0,0,0,0.229,93,80,24
